Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Qatar,Included / Europe,Price / Europe,Compare At Price / Europe,Included / Gulf expansion phase 1,Price / Gulf expansion phase 1,Compare At Price / Gulf expansion phase 1,Included / International,Price / International,Compare At Price / International,Status
conductive-rubber-cord-stretch-sensor-kit,Conductive Rubber Cord Stretch Sensor Kit,"<div class=""tab-heading-row"">
<h3 id=""tab-description-heading"">Description</h3>
</div>
<div class=""panel-collapse collapse in"" id=""tab-description-content"">
<p>Measuring stretch forces isn't easy - unless you have some conductive rubber cord! This cord is 2mm diameter, and 1 meter long, made of carbon-black impregnated rubber. Usually this material is used for EMF gasketing, but its also very fun to play with.<br><br>In a 'relaxed' state, the resistance is about 350 ohms per inch. As you pull on it, the resistance increases (the particles get further apart). As you stretch it out, the resistance increases. So lets say you have a 6"" piece - thats about 2.1 Kohms. Stretch it to 10"" long and now it is 10""/6""*2.1K = 3.5 Kohms. You can stretch the rubber about 50-70% longer than the resting length, so a 6"" piece shouldn't be stretched more than 10"". Once the force is released, the rubber will shrink back, although its not very 'fast' and it takes a minute or two to revert to its original length. It's not a true linear sensor, and the resistance may vary from batch to batch, so we consider it a way to measure stretching motion but isn't really precise.<br><br>This stuff is fun, so we give you a full meter and also two alligator clips (to connect to the cord) and a 10K resistor. Together, you can use these to make a simple voltage divider. </p>
<div class=""tab-heading-row"">
<h3 id=""tab-technical-details-heading""></h3>
</div>
<div class=""panel-collapse collapse in"" id=""tab-technical-details-content""></div>
</div>",Voltaat,,SENS_Biomedical_Flex_Force,,TRUE,Title,Default Title,,,,,VT-1590,0,shopify,3,deny,manual,65,,TRUE,TRUE,VT-1590,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-sens-biomedical-flex-force-conductive-rubber-cord-stretch-sensor-kit-40929365918013.jpg?v=1680631328,1,Voltaat SENS_Biomedical_Flex_Force Conductive Rubber Cord Stretch Sensor Kit,FALSE,,,,,,,,,,,,,,,g,,37.01,TRUE,TRUE,,,TRUE,,,TRUE,,,active
conductive-rubber-cord-stretch-sensor-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-sens-biomedical-flex-force-conductive-rubber-cord-stretch-sensor-kit-40929365885245.jpg?v=1680631328,2,Voltaat SENS_Biomedical_Flex_Force Conductive Rubber Cord Stretch Sensor Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adafruit-ultimate-gps-breakout,Adafruit Ultimate GPS Breakout,"<h3>Description </h3>
<p><strong>This is the Ultimate GPS module - The Version 3 board comes with the latest module which has external antenna support and pulse-per-second output.</strong></p>
<p>We really like the latest-and-greatest GPS module from Adafruit. Here's why:</p>
<ul>
<li>-165 dBm sensitivity, 10 Hz updates, 66 channels</li>
<li>5V friendly design and only 20mA current draw</li>
<li>Breadboard friendly + two mounting holes</li>
<li>RTC battery-compatible</li>
<li>Built-in datalogging</li>
<li>PPS output on fix</li>
<li>Internal patch antenna + u.FL connector for external active antenna</li>
<li>Fix status LED</li>
</ul>
<p>The breakout is built around the MTK3339 chipset - a, high-quality GPS module that can track up to 22 satellites on 66 channels, has an excellent high-sensitivity receiver (-165 dB tracking!), and a built in antenna. It can do up to 10 location updates a second for high speed, high sensitivity logging or tracking. Power usage is incredibly low, only 20 mA during navigation.<br><br>Best of all, Adafruit added all the extra goodies you could ever want: A ultra-low dropout 3.3V regulator so you can power it with 3.3-5VDC in; 5V tolerant inputs; ENABLE pin, so you can turn off the module using any microcontroller pin or switch; a footprint for optional CR1220 coin cell to keep the RTC running (allows for warm-starting); and a tiny bright red LED. The LED blinks at about 1Hz while it's searching for satellites and blinks once every 15 seconds when a fix is found, to conserve power. The FIX output can be used to drive an LED continuously when a location fix is present, or as a logic signal to a microcontroller.<br><br>Two features that really stand out about version 3 MTK3339-based module is the external antenna functionality and the the built in data-logging capability. The module has a standard ceramic patch antenna that gives it -165 dB sensitivity, but when you need a bigger antenna, you can snap on any 3V active GPS antenna via the uFL connector. The module will automatically detect the active antenna and switch over! Most GPS antennae use an SMA connector - you might need a<span> </span>uFL to SMA adapter.<br><br>We think the datalogging capability is really neat! Once the<span> </span><em>begin-logging </em>command is sent to the GPS module, any attached microcontroller can be put into sleep mode to conserve power. The time, date, longitude, latitude, and altitude is logged every 15 seconds, and only when there is a fix. The module's internal flash can store about 16 hours of data, it will automatically append data so you don't have to worry about accidentally losing data if power is lost. It is not possible to change what is logged and how often - that's hardcoded into the module - but we found this arrangement covers many of the most common GPS datalogging requirements.<br><br>Comes with one fully assembled and tested module, a piece of header you can solder to it for breadboarding, and a CR1220 coin cell holder (coin cell not included). You can pick up a CR1220 coin cell here if you'd like to use the on-board RTC.<br><br>Adafruit have a nice<span> </span><a href=""https://github.com/adafruit/Adafruit-GPS-Library"">fancy library for GPS usage, with background parsing and can set and query the built in GPS logging capability</a><span> </span>(called LOCUS).<span> </span><a href=""http://learn.adafruit.com/adafruit-ultimate-gps"">A full tutorial is also available, which has tons of information about the module, how to use the data logger and more</a></p>
<p> </p>
<h3>Technical Details</h3>
<div id=""technical-details"" class=""panel-collapse collapse in-md in-lg"">
<div class=""row"">
<div class=""col-lg-12 col-md-12 col-sm-12 col-xs-12"">
<ul>
<li>Satellites: 22 tracking, 66 searching</li>
<li>Patch Antenna Size: 15mm x 15mm x 4mm</li>
<li>Update rate: 1 to 10 Hz</li>
<li>Position Accuracy: &lt; 3 meters (all GPS technology has about 3m accuracy)</li>
<li>Velocity Accuracy: 0.1 meters/s</li>
<li>Warm/cold start: 34 seconds</li>
<li>Acquisition sensitivity: -145 dBm</li>
<li>Tracking sensitivity: -165 dBm</li>
<li>Maximum Velocity: 515m/s</li>
<li>Vin range: 3.0-5.5VDC</li>
<li>MTK3339 Operating current: 25mA tracking, 20 mA current draw during navigation</li>
<li>Output: NMEA 0183, 9600 baud default</li>
<li>DGPS/WAAS/EGNOS supported</li>
<li>FCC E911 compliance and AGPS support (Offline mode : EPO valid up to 14 days )</li>
<li>Up to 210 PRN channels</li>
<li>Jammer detection and reduction</li>
<li>Multi-path detection and compensation</li>
</ul>
</div>
</div>
</div>",Voltaat,,MOD_GPS_GSM,,TRUE,Title,Default Title,,,,,VT-1584,10,shopify,5,deny,manual,185,,TRUE,TRUE,VT-1584,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mod-gps-gsm-adafruit-ultimate-gps-breakout-40929335083325.jpg?v=1680631150,1,Voltaat MOD_GPS_GSM Adafruit Ultimate GPS Breakout,FALSE,,,,,,,,,,,,,,,g,,111.41,TRUE,TRUE,,,TRUE,,,TRUE,,,active
adafruit-ultimate-gps-breakout,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mod-gps-gsm-adafruit-ultimate-gps-breakout-40929335017789.jpg?v=1680631150,2,Voltaat MOD_GPS_GSM Adafruit Ultimate GPS Breakout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pcb-design-service,PCB design Service,,Voltaat,,SERVICES,,FALSE,Title,Default Title,,,,,,0,,-680,deny,manual,1,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,g,,0,TRUE,TRUE,,,TRUE,,,TRUE,,,active
raspberry-pi-pico-wireless,Raspberry Pi Pico Wireless,"<h3>Description </h3>
<p>Following the hugely popular<span> </span>Raspberry Pi Pico, the new Raspberry Pi Pico W is a wireless-enabled version of the RP2040-based board, adding <strong>2.4GHz 802.11n WiFi</strong> connectivity!</p>
<p>The addition of wireless connectivity opens up the Pico W to a vast new range of projects such as remote sensor readings, remote control, home automation, mini web servers, wireless GPIO pin control and much, much more!</p>
<p>At the heart of the Pico W is the RP2040 – the same chip used in the original Raspberry Pi Pico, featuring two ARM Cortex-M0+ cores clocked at 133MHz; 256KB RAM; 30 GPIO pins; and a broad range of interfacing options. This is paired with 2MB of onboard QSPI Flash memory for code and data storage.</p>
<p>WiFi is enabled via the use of an Infineon CYW43439 wireless chip. The CYW43439 supports IEEE 802.11 b/g/n wireless LAN, and Bluetooth 5.2; however only wireless LAN is software-supported at launch.</p>
<p>A Raspberry Pi Pico<span> </span><strong>WH</strong><span> </span>version, with a 40-way header pre-soldered, is also available which has a slightly different board layout (select the WH option above to see the board).</p>
<h3>Specification </h3>
<ul>
<li>RP2040 microcontroller chip designed by Raspberry Pi in the United Kingdom</li>
<li>Dual-core ARM Cortex M0+ processor, flexible clock running up to 133 MHz</li>
<li>264kB of SRAM, and 2MB of onboard Flash memory</li>
<li>
<a href=""https://www.infineon.com/cms/en/product/wireless-connectivity/airoc-wi-fi-plus-bluetooth-combos/cyw43439/"">Infineon CYW43439</a><span> </span>wireless chip
<ul>
<li>IEEE 802.11n wireless LAN</li>
<li>Bluetooth 5.2 (not software supported at launch)</li>
<li>WPA3</li>
<li>SoftAP (up to 4 clients)</li>
<li>Onboard antenna licenced from ABRACON (connected via SPI to the RP2040)</li>
</ul>
</li>
<li>Castellated module allows soldering directly to carrier boards</li>
<li>USB 1.1 Host and Device support</li>
<li>Low-power sleep and dormant modes</li>
<li>Drag &amp; drop programming using mass storage over USB</li>
<li>26 multi-function GPIO pins</li>
<li>2×SPI, 2×I2C, 2×UART, 3×12-bit ADC, 16×controllable PWM channels</li>
<li>Real-time clock (RTC)</li>
<li>Temperature sensor</li>
<li>Accelerated floating-point libraries on-chip</li>
<li>8×Programmable IO (PIO) state machines for custom peripheral support</li>
</ul>",Voltaat,,DEVB_RPI,,TRUE,Title,Default Title,,,,,VT-1556,0,shopify,6,deny,manual,45,,TRUE,TRUE,VT-1556,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-devb-rpi-raspberry-pi-pico-wireless-40858584908093.jpg?v=1679822049,1,Voltaat DEVB_RPI Raspberry Pi Pico Wireless,FALSE,,,,,,,,,,,,,,,g,,29.31,TRUE,TRUE,,,TRUE,,,TRUE,,,active
raspberry-pi-pico-wireless,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-devb-rpi-raspberry-pi-pico-wireless-40858578551101.webp?v=1679822049,2,Voltaat DEVB_RPI Raspberry Pi Pico Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-nano-ble-sense-rev2,Arduino Nano BLE Sense Rev2,"<h3>Description </h3>
<p>The Arduino Nano 33 BLE Sense is an evolution of the traditional Arduino Nano, but featuring a lot more powerful processor, the nRF52840 from Nordic Semiconductors, a 32-bit ARM® Cortex™-M4 CPU running at 64 MHz. This will allow you to make larger programs than with the Arduino Uno (it has 1MB of program memory, 32 times bigger), and with a lot more variables (the RAM is 128 times bigger). The main processor includes other amazing features like Bluetooth® pairing via NFC and ultra low power consumption modes.</p>
<p>The main feature of this board, besides the impressive selection of sensors, is the possibility of running Edge Computing applications (AI) on it using TinyML. You can create your machine learning models using TensorFlow™ Lite and upload them to your board using the Arduino IDE.</p>
<p>Its architecture, fully compatible with Arduino IDE Online and Offline, has a 9 axis Inertial Measurement Unit (IMU), temperature, pressure, humidity, light, color and even gestures sensors that are managed through our specialized libraries. Its reduced power consumption, compared to other same size boards, together with the NANO form factor opens up a wide range of applications.</p>
<p>This allows the design of wearable devices and gesture based projects that need to communicate to other devices at a close range. Arduino Nano 33 BLE Sense is ideal for interactive automation projects thanks to the multiprotocol BT 5.0 radio.</p>
<h3>Featuers</h3>
<ul>
<li>Microcontroller: nRF52840</li>
<li>Operating Voltage: 3.3V</li>
<li>Input Voltage (limit): 21V</li>
<li>DC Current per I/O Pin: 15mA</li>
<li>Clock Speed: 64MHz</li>
<li>CPU Flash Memory: 1MB</li>
<li>SRAM: 256KB</li>
<li>EEPROM: None</li>
<li>Digital Input/Output Pins: 14</li>
<li>PWM: All digital pins</li>
<li>Interfaces: 1 UART, 1 SPI, 1 I<sup>2</sup>C</li>
<li>Analog Input Pins: 8 (ADC 12 bit 200 k samples)</li>
<li>Analog Output Pins: Only through PWM (no DAC)</li>
<li>External Interrupts: All digital pins</li>
<li>LED_BUILTIN: 13</li>
<li>USB: Native in the nRF52840 Processor</li>
<li>IMU: BMI270 &amp; BMM150</li>
<li>Microphone: MP34DT05</li>
<li>Gesture, Light, Proximity, Color: APDS9960</li>
<li>Barometric Pressure: LPS22HB</li>
<li>Temperature, Humidity: HTS3003</li>
<li>Dimensions: 45x18mm</li>
<li>Arduino Part #: ABX00069</li>
</ul>",Voltaat,,DEVEB_Arduino,,TRUE,Title,Default Title,,,,,VT-1959,0,shopify,1,deny,manual,225,,TRUE,TRUE,VT-1959,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-ble-sense-rev2-40771557097789.webp?v=1680091330,1,Voltaat DEVEB_Arduino Arduino Nano BLE Sense Rev2,FALSE,,,,,,,,,,,,,,,g,,120.53,TRUE,TRUE,,,TRUE,,,TRUE,,,active
arduino-nano-ble-sense-rev2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-ble-sense-rev2-40771596386621.webp?v=1680091330,2,Voltaat DEVEB_Arduino Arduino Nano BLE Sense Rev2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-nano-ble-sense-rev2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-ble-sense-rev2-40771556999485.webp?v=1680091330,3,Voltaat DEVEB_Arduino Arduino Nano BLE Sense Rev2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-nano-33-ble-with-headers,Arduino Nano 33 BLE with Headers,"<h3>Description </h3>
<p>The Arduino Nano 33 BLE is a completely new board on a well-known form factor. It comes with an embedded 9 axis inertial sensor that makes this board ideal for wearable devices, but also for a large range of scientific experiments in the need for short-distance wireless communication.</p>
<p>The Arduino Nano 33 BLE is an evolution of the traditional Arduino Nano, but featuring a lot more powerful processor, the nRF52840 from Nordic Semiconductors, a 32-bit ARM® Cortex™-M4 CPU running at 64 MHz. This will allow you to make larger programs than with the Arduino Uno (it has 1MB of program memory, 32 times bigger), and with a lot more variables (the RAM is 128 times bigger). The main processor includes other amazing features like Bluetooth® pairing via NFC and ultra-low power consumption modes.</p>
<p>The Nano 33 BLE comes with a 9 axis inertial measurement unit (IMU) which means that it includes an accelerometer, a gyroscope, and a magnetometer with 3-axis resolution each. This makes the Nano 33 BLE the perfect choice for more advanced robotics experiments, exercise trackers, digital compasses, etc.</p>
<p>If you used Arduino Nano in your projects in the past, the Nano 33 BLE is a pin-equivalent substitute. Your code will still work, but remember, it operates at 3.3V. This means that you need to revise your original design in case it is not 3.3V compatible. Besides that, the main differences to the classic Nano are a better processor, a micro-USB connector, and a 9 axis IMU.</p>
<p>The communications chipset on the Nano 33 BLE can be both a BLE and Bluetooth® client and host device. Something pretty unique in the world of microcontroller platforms. If you want to see how easy it is to create a Bluetooth® central or a peripheral device, explore the examples at<span> </span><a href=""https://www.arduino.cc/en/Reference/ArduinoBLE"" target=""_blank"">the ArduinoBLE library</a>.</p>
<p> </p>
<h3>Featuers</h3>
<ul>
<li>Microcontroller:<span> </span><strong>nRF52840</strong>
</li>
<li>Operating Voltage:<span> </span><strong>3.3V</strong>
</li>
<li>Input Voltage (limit):<span> </span><strong>21VDC</strong>
</li>
<li>DC Current per I/O Pin:<span> </span><strong>15 mA</strong>
</li>
<li>Clock Speed:<span> </span><strong>64MHz</strong>
</li>
<li>CPU Flash Memory:<span> </span><strong>1MB (nRF52840)</strong>
</li>
<li>SRAM:<span> </span><strong>256KB (nRF52840)</strong>
</li>
<li>EEPROM: none</li>
<li>Digital Input / Output Pins: 14</li>
<li>PWM Pins:  All digital pins</li>
<li>UART: 1</li>
<li>SPI: 1</li>
<li>I2C: 1</li>
<li>Analog Input Pins: 8 (ADC 12 bit 200ksamples)</li>
<li>Analog Output Pins: Only through PWM (no DAC)</li>
<li>External Interrupts: All digital pins</li>
<li>LED_BUILTIN: 13</li>
<li>USB:<span> </span><strong>Native in the nRF52840 Processor</strong>
</li>
<li>Length: 45 mm</li>
<li>Width: 18 mm</li>
<li>Weight: 5 g (with headers)</li>
</ul>",Voltaat,,DEVEB_Arduino,,TRUE,Title,Default Title,,,,,VT-1837,0,shopify,-1,deny,manual,215,,TRUE,TRUE,VT-1837,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-33-ble-with-headers-40771474194749.jpg?v=1678959854,1,Voltaat DEVEB_Arduino Arduino Nano 33 BLE with Headers,FALSE,,,,,,,,,,,,,,,g,,146.23,TRUE,TRUE,,,TRUE,,,TRUE,,,active
arduino-nano-33-ble-with-headers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-33-ble-with-headers-40771474063677.jpg?v=1678959854,2,Voltaat DEVEB_Arduino Arduino Nano 33 BLE with Headers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-nano-33-ble-with-headers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-33-ble-with-headers-40771474096445.jpg?v=1678959854,3,Voltaat DEVEB_Arduino Arduino Nano 33 BLE with Headers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arduino-nano-33-ble-with-headers,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-arduino-arduino-nano-33-ble-with-headers-40771474129213.jpg?v=1678959854,4,Voltaat DEVEB_Arduino Arduino Nano 33 BLE with Headers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voltaat-solder-able-breadboard-half-size,Voltaat Solder-able Breadboard - Half-Size,"<h3>Description </h3>
<p>This is the half size Voltaat Solder-able Breadboard. A bare PCB that is the same size as the half-size breadboard with the same connections to pins and power rails. This board is especially useful for preserving a prototype or experiment you just created on a solderless breadboard by soldering all the pieces in place.</p>",Voltaat,,VOLT_Developed,,TRUE,Title,Default Title,,,,,VT-1660,0,shopify,43,deny,manual,14,,TRUE,TRUE,VT-1660,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-volt-developed-voltaat-solder-able-breadboard-half-size-40737589297469.png?v=1678626136,1,Voltaat VOLT_Developed Voltaat Solder-able Breadboard - Half-Size,FALSE,,,,,,,,,,,,,,,g,,4.79,TRUE,TRUE,,,TRUE,,,TRUE,,,active
voltaat-solder-able-breadboard-half-size,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-volt-developed-voltaat-solder-able-breadboard-half-size-40737589264701.png?v=1678626136,2,Voltaat VOLT_Developed Voltaat Solder-able Breadboard - Half-Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voltaat-solder-able-breadboard-full-size,Voltaat Solder-able Breadboard - Full-Size,"<h3>Description </h3>
<p>This is the full size Voltaat Solder-able Breadboard. A bare PCB that is the same size as the full-size breadboard with the same connections to pins and power rails. This board is especially useful for preserving a prototype or experiment you just created on a solderless breadboard by soldering all the pieces in place.</p>",Voltaat,,VOLT_Developed,,TRUE,Title,Default Title,,,,,VT-1544,0,shopify,72,deny,manual,17,,TRUE,TRUE,VT-1544,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-volt-developed-voltaat-solder-able-breadboard-full-size-40737577271613.png?v=1678626130,1,Voltaat VOLT_Developed Voltaat Solder-able Breadboard - Full-Size,FALSE,,,,,,,,,,,,,,,g,,5.9,TRUE,TRUE,,,TRUE,,,TRUE,,,active
voltaat-solder-able-breadboard-full-size,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-volt-developed-voltaat-solder-able-breadboard-full-size-40737577337149.png?v=1678626130,2,Voltaat VOLT_Developed Voltaat Solder-able Breadboard - Full-Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ttgo-lora32-sx1276-oled-development-board,TTGO LoRa32 SX1276 OLED Development Board,"<h3>Description </h3>
<p><span>The </span><strong>TTGO LoRa32 SX1276 OLED</strong><span> is an ESP32 development board with a built-in LoRa chip and an SSD1306 0.96 inch OLED display. In this guide, we’ll show you how to: send and receive LoRa packets (point to point communication) and use the OLED display with Arduino IDE.</span></p>
<h3><span mce-data-marked=""1"">Features </span></h3>
<ul>
<li><span>Main chip: espressif esp32 and SX1276</span></li>
<li><span>Operating voltage: 3.3V to 7V</span></li>
<li><span>Flash:32M-Bits</span></li>
<li><span>Main Frequency:240MHZ</span></li>
<li><span>Support frequency:868-915MHZ</span></li>
<li><span>Lora chip:SX1276</span></li>
<li><span>Distance: about 2.8KM in open place</span></li>
<li><span>Computing power: 600DMIPS</span></li>
<li><span>Dual-mode Bluetooth: traditional Bluetooth and BLE low-power Bluetooth</span></li>
<li><span>Development environment: support arduino</span></li>
<li><span>USB adapter chip: cp2102</span></li>
<li><span>Operating temperature range: -40 ° C to + 90 ° C</span></li>
<li><span>Support modes: Sniffer, Station, softAP and Wi-Fi Direct  </span></li>
<li><span>Data rate: 150 Mbps @ 11n HT40,72 Mbps @ 11n HT20,54 Mbps @ 11g, 11 Mbps @ 11b</span></li>
<li><span>Transmit power: 19.5 dBm @ 11b, 16.5 dBm @ 11g, 15.5 dBm @ 11n</span></li>
<li><span>Receiver sensitivity up to - 98 dBm</span></li>
<li><span>UDP continues to throughput by 135 Mbps</span></li>
</ul>",Voltaat,,DEVEB_ESP,,TRUE,Title,Default Title,,,,,VT-1596,31,shopify,4,deny,manual,125,,TRUE,TRUE,VT-1596,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-deveb-esp-ttgo-lora32-sx1276-oled-development-board-40737377550653.jpg?v=1678622890,1,Voltaat DEVEB_ESP TTGO LoRa32 SX1276 OLED Development Board,FALSE,,,,,,,,,,,,,,,g,,67.63,TRUE,TRUE,,,TRUE,,,TRUE,,,active
